study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_1349,37377823,Comparison of Short-Course and Conventional Antimicrobial Duration in Mild and Moderate Complicated Intra-Abdominal Infections: A randomised controlled trial.,2025-10-13T10:03:43.215047,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
STUDY_1350,37254156,Biomarker-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection: statistical analysis plan for the BATCH trial and PRECISE sub-study.,2025-10-13T10:03:43.215110,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_1351,37182569,Impact of an Inpatient Allergy Guideline on β-Lactam and Alternative Antibiotic Use.,2025-10-13T10:03:43.215518,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_1352,37129941,Long-Term Impact of a Smartphone App on Prescriber Adherence to Antibiotic Guidelines for Adult Patients With Community-Acquired Pneumonia: Interrupted Time-Series Study.,2025-10-13T10:03:43.215628,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1353,37100446,Multi-faceted intervention to improve management of antibiotics for children presenting to primary care with acute cough and respiratory tract infection (CHICO): efficient cluster randomised controlled trial.,2025-10-13T10:03:43.215688,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['intervention: No stewardship intervention identified', 'Pediatric population']"
STUDY_1354,32690735,Assessing the impact on intestinal microbiome and clinical outcomes of antibiotherapy optimisation strategies in haematopoietic stem cell transplant recipients: study protocol for the prospective multicentre OptimBioma study.,2025-10-13T10:03:43.215747,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['population: Not hospital/acute care setting', 'Outpatient or long-term care setting']"
STUDY_1355,32665039,"Protecting Frontline Health Care Workers from COVID-19 with Hydroxychloroquine Pre-exposure Prophylaxis: A structured summary of a study protocol for a randomised placebo-controlled multisite trial in Toronto, Canada.",2025-10-13T10:03:43.215825,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['intervention: No stewardship intervention identified']
STUDY_1356,32643964,ProCommunity: procalcitonin use in real-world US community hospital settings.,2025-10-13T10:03:43.215986,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1357,32220233,Pseudomonas infections among hospitalized adults in Latin America: a systematic review and meta-analysis.,2025-10-13T10:03:43.216094,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_1358,41009829,From Pandemic to Resistance: Addressing Multidrug-Resistant Urinary Tract Infections in the Balkans.,2025-10-13T10:03:43.216185,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1359,39142631,"Invasive fungal disease in the immunocompromised host: changing epidemiology, new antifungal therapies, and management challenges.",2025-10-13T10:03:43.216262,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_1360,39587761,Positive impact of a diagnostic stewardship intervention on syndromic panel ordering practices and inappropriate ,2025-10-13T10:03:43.216340,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_1361,40636544,Prevalence of Healthcare-Acquired Infections Among Adults in Intensive Care Units: A Systematic Review and Meta-Analysis.,2025-10-13T10:03:43.216623,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['intervention: No stewardship intervention identified', 'Not original research']"
STUDY_1362,39553416,Impact of time to antibiotics on clinical outcome in paediatric febrile neutropenia: a target trial emulation of 1685 episodes.,2025-10-13T10:03:43.216929,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_1363,40226799,"Epidemiology and Clinical Impact of Vancomycin-Resistant Enterococcus at King Abdulaziz University Hospital (2015-2022): Prevalence, Risk Factors, and Mortality.",2025-10-13T10:03:43.217070,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_1364,40115074,"Clinical characteristics, molecular epidemiology and mechanisms of colistin heteroresistance in ",2025-10-13T10:03:43.217140,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1365,31061154,Trends in and Predictors of Carbapenem Consumption across North American Hospitals: Results from a Multicenter Survey by the MAD-ID Research Network.,2025-10-13T10:03:43.217274,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
